user_id,plant_id,location_id,sensor_id,species_id,plant_name,scientific_name,life_cycle,environment_type,watering_interval_days,recommended_soil,recommended_sunlight,propagation_method,pest_susceptibility,growth_stage,temperature,humidity,soil_moisture,soil_ph,soil_temp_c,rainfall,rain_probability,wind_speed,light_intensity,latitude,longitude,country,state,city,timezone,year,month,day,hour,day_of_week,week_of_year,plant_age_days,plant_age_group,current_height_cm,height_cm,season,hemisphere,is_tropical_country,temperature_f,temperature_range,hot_day,cold_day,optimal_temperature,humidity_level,high_humidity,low_humidity,optimal_humidity,soil_status,dry_soil,wet_soil,optimal_soil,growth_progress,days_since_watered,watering_due,irrigation_score,irrigation_needed,irrigation_priority,watering_needed,watering_amount_liters,water_stress,dryness_index,heat_index,evaporation_risk,good_growing_conditions,future_height_cm,growth_rate,disease_name,disease_risk,yield_kg
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,22.82,91.5,63.52,0.2583333333333328,22.08,4.79,63.7,0.888888888888889,0.0055610298637059,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,0,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,73.076,-2.1799999999999997,0,0,1,High,1,0,0,Optimal,0,0,1,2,1,0,58.14,0,Medium,0,0.0,0.3536887786732795,13.67,31.97,30.206666666666667,0,11.25,0.42,none,38.12,3.38
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.36,89.2,55.37,0.9333333333333328,24.32,2.99,63.2,1.1694444444444445,0.0163611352305876,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,3,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.648,0.35999999999999943,0,0,1,High,1,0,0,Optimal,0,0,1,2,1,0,69.24,0,Medium,0,0.0,0.44988469043817636,16.439999999999998,34.28,35.38333333333333,0,11.25,0.42,none,26.99,3.06
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.46,87.8,54.33,0.4499999999999993,23.86,2.76,45.6,1.2472222222222222,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,6,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.828,0.46000000000000085,0,0,1,High,1,0,0,Optimal,0,0,1,2,1,0,70.92,0,Medium,0,0.0,0.46014820169889753,16.68,34.24,36.263333333333335,0,11.25,0.42,none,28.61,2.88
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,29.9,80.2,58.32,0.958333333333333,29.15,2.76,45.0,1.8277777777777775,0.6726602210753275,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,9,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,85.82,4.899999999999999,0,0,1,High,1,0,0,Optimal,0,0,1,2,1,0,73.52,0,Medium,0,0.0,0.5040458530006743,21.88,37.92,40.42666666666667,0,11.25,0.42,none,24.38,4.64
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,31.08,74.0,44.04,0.4249999999999989,29.51,0.0,49.1,2.1222222222222222,0.988819403116128,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,12,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,87.94399999999999,6.079999999999998,1,0,0,High,0,0,0,Optimal,0,0,1,2,1,0,91.22,1,High,1,1.64,0.6900532859680284,23.68,38.48,48.04,0,11.2,0.413,none,15.82,4.17
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,28.65,79.8,41.07,0.333333333333333,28.05,0.0,40.7,1.6249999999999998,0.6711089864291359,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,15,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,83.57,3.6499999999999986,0,0,1,High,0,0,0,Optimal,0,0,1,2,1,0,89.93,1,High,1,1.61,0.6810078440694081,20.669999999999998,36.629999999999995,45.47666666666667,0,11.25,0.42,none,12.97,3.74
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,22.56,91.4,68.4,1.0,21.96,9.3,57.5,1.3833333333333335,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,18,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,72.608,-2.4400000000000013,0,0,1,High,1,0,0,Optimal,0,0,1,2,1,0,53.09,0,Medium,0,0.0,0.32507204610951,13.419999999999998,31.7,28.439999999999998,0,11.25,0.42,none,40.16,4.09
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,22.59,89.1,68.23,0.8499999999999988,21.01,5.73,53.4,1.1666666666666667,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,1,21,3,1,26,Seedling,8.31,8.31,Wet,Southern,1,72.662,-2.41,0,0,1,High,1,0,0,Optimal,0,0,1,2,1,0,54.2,0,Medium,0,0.0,0.3263036255958399,13.68,31.5,29.28333333333333,0,11.25,0.42,none,37.79,3.16
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.15,86.2,48.51,0.6249999999999991,23.66,0.0,44.0,1.0888888888888888,0.0061171328500765,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,0,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.27,0.14999999999999858,0,0,1,High,1,0,0,Optimal,0,0,1,2,2,1,77.13,0,Medium,0,0.0,0.507978186225005,16.529999999999998,33.769999999999996,38.53,0,11.63,0.42,none,25.1,3.42
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,23.56,87.8,62.31,0.3916666666666657,22.97,2.26,60.6,1.3305555555555555,0.0043317495780446,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,3,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,74.408,-1.4400000000000013,0,0,1,High,1,0,0,Optimal,0,0,1,2,2,1,61.42,0,Medium,0,0.0,0.37213710314326326,14.78,32.339999999999996,32.336666666666666,0,11.69,0.42,none,28.78,4.68
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,24.68,89.4,60.11,0.6999999999999993,23.91,4.94,44.0,1.2166666666666666,0.0064976243670669,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,6,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,76.424,-0.3200000000000003,0,0,1,High,1,0,0,Optimal,0,0,1,2,2,1,63.87,0,Medium,0,0.0,0.4038618883979709,15.739999999999998,33.620000000000005,33.28333333333333,0,11.69,0.42,none,30.16,2.94
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,28.84,81.4,38.67,0.3416666666666659,27.36,0.0,35.2,2.0166666666666666,0.681499331700797,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,9,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,83.912,3.84,0,0,1,High,1,0,0,Optimal,0,0,1,2,2,1,91.84,1,High,1,1.62,0.7269977312830854,20.7,36.980000000000004,45.870000000000005,0,11.73,0.42,none,15.11,3.25
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,31.12,68.0,39.5,0.5499999999999998,29.9,0.0,22.2,1.6194444444444445,0.99696582405682,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,12,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,88.01599999999999,6.120000000000001,1,0,0,Normal,0,0,1,Optimal,0,0,1,2,2,1,98.2,1,High,1,1.6,0.7683950617283951,24.32,37.92,51.580000000000005,0,11.62,0.414,none,11.02,4.05
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,30.04,79.1,60.72,0.9333333333333328,28.37,4.0,35.1,1.5638888888888889,0.6810700592200899,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,15,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,86.072,5.039999999999999,1,0,0,High,0,0,0,Optimal,0,0,1,2,2,1,71.67,0,Medium,0,0.0,0.4867141931302657,22.13,37.95,40.086666666666666,0,11.62,0.42,none,25.31,3.22
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,23.36,91.1,54.79,0.9916666666666664,22.57,0.0,60.7,1.338888888888889,0.0085952058068859,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,18,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,74.048,-1.6400000000000006,0,0,1,High,1,0,0,Optimal,0,0,1,2,2,1,67.46,0,Medium,0,0.0,0.4187130310091414,14.25,32.47,33.61000000000001,0,11.71,0.42,none,29.62,3.89
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,23.15,85.2,48.75,0.3999999999999994,21.94,0.43,54.8,1.0,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,2,21,4,1,26,Seedling,8.31,8.31,Wet,Southern,1,73.67,-1.8500000000000014,0,0,1,High,1,0,0,Optimal,0,0,1,2,2,1,75.69,0,Medium,0,0.0,0.4653266331658291,14.629999999999999,31.67,37.449999999999996,0,11.65,0.42,none,22.16,2.94
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.26,85.5,48.1,0.4499999999999993,24.66,0.0,38.8,1.5222222222222224,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,0,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.468,0.26000000000000156,0,0,1,High,1,0,0,Optimal,0,0,1,2,3,1,77.91,0,Medium,0,0.0,0.514460285132383,16.71,33.81,38.973333333333336,0,12.18,0.42,none,26.24,4.11
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.09,84.6,50.58,0.041666666666666,24.46,1.34,59.2,1.2583333333333333,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,3,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.162,0.08999999999999986,0,0,1,High,1,0,0,Optimal,0,0,1,2,3,1,75.65,0,Medium,0,0.0,0.48642884839084916,16.630000000000003,33.55,38.333333333333336,0,12.15,0.42,none,22.09,3.92
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,24.47,87.5,61.29,0.6249999999999991,23.57,4.21,47.1,1.3444444444444443,0.0016585527663684,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,6,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,76.04599999999999,-0.5300000000000011,0,0,1,High,1,0,0,Optimal,0,0,1,2,3,1,63.29,0,Medium,0,0.0,0.39283994220581153,15.719999999999999,33.22,33.38333333333333,0,12.19,0.42,none,30.12,3.16
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,27.84,81.2,37.25,0.7749999999999995,26.41,0.0,44.2,2.094444444444445,0.7009531800310247,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,9,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,82.112,2.84,0,0,1,High,1,0,0,Optimal,0,0,1,2,3,1,92.54,1,High,1,1.66,0.7278431372549019,19.72,35.96,45.74333333333333,0,12.12,0.42,none,13.89,4.02
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,31.19,68.7,38.58,0.5083333333333329,30.59,0.0,33.6,1.5166666666666666,0.9812876223182664,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,12,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,88.14200000000001,6.190000000000001,1,0,0,Normal,0,0,1,Optimal,0,0,1,2,3,1,98.89,1,High,1,1.7,0.7880242546740779,24.32,38.06,51.70000000000001,0,12.03,0.415,none,8.32,3.97
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,28.18,76.9,52.84,0.0833333333333321,26.47,0.0,39.4,1.4805555555555556,0.7014214772827052,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,15,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,82.724,3.1799999999999997,0,0,1,High,0,0,0,Optimal,0,0,1,2,3,1,78.94,0,Medium,0,0.0,0.5234026745913818,20.49,35.870000000000005,42.20666666666666,0,12.1,0.42,none,19.9,3.9
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,24.09,89.3,61.05,0.4833333333333325,23.19,0.0,54.6,0.7944444444444444,0.0001268305056634,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,18,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,75.362,-0.9100000000000001,0,0,1,High,1,0,0,Optimal,0,0,1,2,3,1,62.5,0,Medium,0,0.0,0.38823529411764707,15.16,33.019999999999996,32.61000000000001,0,12.04,0.42,none,29.18,3.54
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.17,87.8,71.69,0.2249999999999987,23.64,8.73,43.5,0.9,0.0,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,3,21,5,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.30600000000001,0.1700000000000017,0,0,1,High,1,0,0,Wet,0,1,0,2,3,1,53.33,0,Medium,0,0.0,0.34626496079240615,16.39,33.95,30.283333333333335,0,12.06,0.42,none,35.29,3.06
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,25.06,85.6,57.15,0.4999999999999991,23.31,0.0,43.7,0.7444444444444445,0.0044683362764514,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,4,0,6,1,26,Seedling,8.31,8.31,Wet,Southern,1,77.108,0.05999999999999872,0,0,1,High,1,0,0,Optimal,0,0,1,2,4,1,68.66,0,Medium,0,0.0,0.43095442820292346,16.5,33.62,35.79,0,12.69,0.42,none,31.0,3.03
3,1000,2000,s2000,3000,tomato,solanum lycopersicum,annual,outdoor,2,well-drained loam,full sun,seed propagation,"aphid, whitefly, leaf spot",vegetative,22.63,89.0,54.07,0.6499999999999995,21.07,0.0,44.1,0.8527777777777777,0.002214655752739,-6.928572,107.628559,Indonesia,West Java,Bandung,asia/jakarta,2026,1,4,3,6,1,26,Seedling,8.31,8.31,Wet,Southern,1,72.734,-2.370000000000001,0,0,1,High,1,0,0,Optimal,0,0,1,2,4,1,68.43,0,Medium,0,0.0,0.4109315416742328,13.729999999999999,31.53,34.06333333333333,0,12.4,0.42,none,27.67,4.56
